strain,replicate,sampling_date,time,chla_conc_spectro,dilution,440nm_max,470nm_max,532nm_max,440nm_mean,470nm_mean,532nm_mean,numb_events,dilution_cyto,facteur dilution,flow_rate(ÂµL/min),number_cells,filtered_volume,diameter,replicate_number,gain,F0,Fmd,Fm,Fv/Fm,f0_440,f0_480,f0_540,f0_590,f0_625,cruise_or_project,sample_code,culture,filtered_vol_l,chlorophyll_c3,chlc3_qa,mg_dvp,mg_dvp_qa,chlorophyll_c1_c2_mg_dvp,chlc2_qa,sum_chlorophyllid_a,chlda_qa,peridinin,peri_qa,sum_phaeophorbid_a,phda_qa,x19_butanoyloxyfucoxanthin,but_qa,fucoxanthin,fuco_qa,diadinoxanthin,diadino_qa,diatoxanthin,diato_qa,zeaxanthin,zea_qa,bacteriochlorophyll_a,bchla_qa,divinyl_chlorophyll_b,dv_chlb_qa,chlorophyll_b,chlb_qa,t_chlb,t_chlb_qa,divinyl_chlorophyll_a,dv_chla_qa,chlorophyll_a,chla_qa,total_chlorophyll_a,tchla_qa,sum_phaeophytin_a,phytna_qa,a_carotene,a_car_qa,b_carotene,b_car_qa,sum_carotenes,tcar_qa
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T11:53:00Z,42.61,Cmere,NA,NA,NA,NA,NA,NA,10465,0.01,100,28.666666666666668,36505813.95348837,NA,NA,NA,14,1312,1753,3525,0.6278014184397163,399,505,1312,458,410,MANIP_EFFICACY_FPETIT2020,RCC2374_C_DM,Synechococcus sp.,0.03,0,1,0,1,0,1,0.4381,1,0,1,0,1,0,1,0,1,0,1,0,1,26.1081,1,0,1,0,1,0,1,0,1,0,1,55.9891,1,56.4271,1,0,1,0,1,5.1545,1,5.1545,1
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T11:53:00Z,5.1133440000000006,1,177,260,171,171.988439306358,255.445086705202,164.832369942196,13683,0.1,10,28.666666666666668,4773139.534883721,NA,NA,NA,17,1330,1584,2533,0.4749309119621003,589,548,1330,1225,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T12:06:00Z,1.2783360000000001,2,105,109,99,101.266272189349,103.349112426035,93.4319526627219,31039,"NA",1,28.666666666666668,1082755.8139534884,NA,NA,NA,17,847,907,1102,0.23139745916515425,453,365,847,1071,916,MANIP_EFFICACY_FPETIT2020,RCC2374_C_D,Synechococcus sp.,0.99503,0,1,0,1,0.0062,1,0.0137,1,0,1,0,1,0,1,0,1,0,1,0,1,0.7553,1,0,1,0,1,0,1,0,1,0,1,1.6074,1,1.6211,1,0,1,0,1,0.148,1,0.148,1
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T12:19:00Z,0.4261120000000001,3,97,84,78,92.1923076923077,79.3910256410256,73.3461538461538,8085,"NA",1,28.666666666666668,282034.8837209302,NA,NA,NA,18,957,984,1059,0.09631728045325778,547,423,957,1339,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T12:32:00Z,0.21305600000000005,4,101,72,78,95.9746835443038,66.7405063291139,73.006329113924,3463,"NA",1,28.666666666666668,120802.32558139534,NA,NA,NA,18,923,944,979,0.05720122574055159,518,397,923,1333,1197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2374,C,2020-11-03T00:00:00Z,1899-12-31T12:54:00Z,0.04256863136863138,5,103,65,81,97.9893048128342,61.1016042780748,75.6470588235294,1050,"NA",1,28.666666666666668,36627.90697674418,NA,NA,NA,17,828,845,878,0.05694760820045558,501,414,828,1196,1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T17:50:00Z,28.67,Cmere,NA,NA,NA,NA,NA,NA,13615,0.01,100,42.666666666666664,31910156.25,NA,NA,NA,15,1467,"NA",4365,0.6639175257731958,489,659,1467,596,525,MANIP_EFFICACY_FPETIT2020,RCC2319_A_DM,Synechococcus sp.,0.02,0,1,0,1,0,1,1.3732,1,0,1,0,1,0,1,4.1364,1,0.4076,1,0,1,11.2382,1,0.22,1,0,1,0,1,0,1,0,1,44.0535,1,45.4266,1,0,1,0,1,4.1709,1,4.1709,1
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T17:50:00Z,5.017600000000001,1,206,307,192,198.059523809523,286.625,182.720238095238,26180,0.1,10,42.666666666666664,6135937.5,NA,NA,NA,18,1642,"NA",3428,0.5210035005834306,737,736,1642,1456,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T18:12:00Z,1.1468800000000001,2,127,126,94,122.06626506024,119.512048192771,88.8795180722891,5775,0.1,10,42.666666666666664,1353515.625,NA,NA,NA,18,1084,"NA",1472,0.26358695652173914,588,488,1084,1390,1286,MANIP_EFFICACY_FPETIT2020,RCC2319_A_D2,Synechococcus sp.,0.99503,0,1,0,1,0,1,0.0214,1,0,1,0.0504,1,0,1,0,1,0,1,0,1,0.4123,1,0.0082,1,0,1,0,1,0,1,0,1,1.4258,1,1.4472,1,0.0115,1,0,1,0.1524,1,0.1524,1
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T18:27:00Z,0.28672000000000003,3,144,92,148,134.77245508982,85.9580838323353,137.646706586826,15785,"NA",1,42.666666666666664,369960.9375,NA,NA,NA,18,998,"NA",1118,0.1073345259391771,563,432,998,1406,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T18:42:00Z,0.14336000000000002,4,88,77,107,83.6363636363636,71.4610389610389,100.383116883116,1644,"NA",1,42.666666666666664,38531.25,NA,NA,NA,18,956,"NA",919,-0.04026115342763874,552,413,956,1394,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,A,2020-10-28T00:00:00Z,1899-12-31T19:06:00Z,0.028643356643356647,5,138,132,70,129.282208588957,93.9509202453987,65.8098159509202,979,"NA",1,42.666666666666664,22945.3125,NA,NA,NA,18,930,"NA",953,0.024134312696747113,530,400,930,1357,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T19:04:00Z,22.22,Cmere,NA,NA,NA,NA,NA,NA,18585,0.01,100,42.666666666666664,43558593.75,NA,NA,NA,14,1146,"NA",3517,0.6741541086152971,358,516,1146,417,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T19:04:00Z,5.111078400000001,1,222,422,226,215.945121951219,414.432926829268,220.493902439024,43014,0.1,10,42.666666666666664,10081406.25,NA,NA,NA,17,1633,"NA",3737,0.563018464008563,682,731,1633,1197,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T19:19:00Z,1.1111040000000003,2,127,156,115,121.736842105263,149.63909774436,109.902255639097,9660,0.1,10,42.666666666666664,2264062.5,NA,NA,NA,18,1181,"NA",1782,0.3372615039281706,616,524,1181,1393,1256,MANIP_EFFICACY_FPETIT2020,RCC2319_B_D2,Synechococcus sp.,0.99503,0,1,0,1,0.015,1,0.0237,1,0,1,0.0671,1,0,1,0,1,0,1,0,1,0.5581,1,0.0112,1,0,1,0,1,0,1,0,1,1.9876,1,2.0112,1,0,1,0,1,0.2206,1,0.2206,1
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T19:35:00Z,0.3333312000000001,3,106,90,88,97.7359550561797,85.691011235955,83.3988764044943,28314,"NA",1,42.666666666666664,663609.375,NA,NA,NA,18,1051,"NA",1262,0.16719492868462757,589,463,1051,1418,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T19:49:00Z,0.11111040000000003,4,110,70,83,105.265060240963,65.433734939759,75.8072289156626,4409,"NA",1,42.666666666666664,103335.9375,NA,NA,NA,18,1041,"NA",1070,0.027102803738317756,586,444,1041,1494,1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,B,2020-10-31T00:00:00Z,1899-12-31T20:04:00Z,0.022199880119880125,5,90,68,78,84.6912751677852,62.489932885906,72.8255033557047,1995,"NA",1,42.666666666666664,46757.8125,NA,NA,NA,18,970,"NA",948,-0.023206751054852322,572,433,970,1381,1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T17:34:00Z,27.89,Cmere,NA,NA,NA,NA,NA,NA,24184,0.01,100,42.666666666666664,56681250,NA,NA,NA,14,1411,1666,4345,0.675258918296893,429,639,1411,467,409,MANIP_EFFICACY_FPETIT2020,RCC2319_C_DM,Synechococcus sp.,0.03,0,1,0,1,0.6421,1,1.1591,1,0,1,3.5997,1,0,1,0,1,0,1,0,1,17.0147,1,0.213,1,0,1,0,1,0,1,0,1,59.0235,1,60.1826,1,0,1,0,1,6.4499,1,6.4499,1
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T17:34:00Z,5.020876800000001,1,262,458,229,257.169934640522,449.980392156862,224.222222222222,44205,0.1,10,42.666666666666664,10360546.875,NA,NA,NA,17,1452,1591,3303,0.5603996366939146,611,648,1452,1061,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T17:50:00Z,1.1157504,2,152,158,108,144.25,152.75,103.35625,9342,0.1,10,42.666666666666664,2189531.25,NA,NA,NA,18,1189,1246,1776,0.330518018018018,603,515,1189,1415,1292,MANIP_EFFICACY_FPETIT2020,RCC2319_C_D,Synechococcus sp.,0.99503,0,1,0,1,0.0303,1,0.0361,1,0,1,0.1018,1,0,1,0,1,0,1,0,1,0.5468,1,0.0095,1,0,1,0,1,0,1,0,1,2.2484,1,2.2845,1,0,1,0,1,0.2263,1,0.2263,1
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T18:04:00Z,0.2789376,3,108,88,79,104.214285714285,82.4945054945054,75.3681318681318,24535,"NA",1,42.666666666666664,575039.0625,NA,NA,NA,18,989,1013,1113,0.11141060197663971,551,429,989,1371,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T18:18:00Z,0.1394688,4,102,95,78,96.9745222929936,90.9108280254777,73.7834394904458,12004,"NA",1,42.666666666666664,281343.75,NA,NA,NA,18,974,994,1028,0.05252918287937743,541,412,974,1387,1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC2319,C,2020-11-04T00:00:00Z,1899-12-31T18:32:00Z,0.055676167664670664,5,99,70,69,93.3163841807909,62.3615819209039,64.0508474576271,2590,"NA",1,42.666666666666664,60703.125,NA,NA,NA,18,931,947,921,-0.010857763300760043,526,396,931,1361,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T21:15:00Z,272.66,Cmere,NA,NA,NA,NA,NA,NA,31828,0.01,100,35,90937142.85714287,NA,NA,NA,15,1168,"NA",4219,0.7231571462431856,1168,364,354,520,527,MANIP_EFFICACY_FPETIT2020,RCC9511_A_DM,Prochlorococcus High Light,0.02,0,1,0.5352,1,0.5352,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30.4998,1,0.4777,1,4.0667,1,0,1,4.0667,1,44.4555,1,1.6363,1,46.0918,1,0.4595,1,6.2867,1,0,1,6.2867,1
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T21:15:00Z,40.89900000000001,0,330,200,70,323.74074074074,193.878306878306,65.089947089947,47712,0.1,10,35,13632000,NA,NA,NA,18,1083,"NA",2737,0.6043112897332846,1083,552,1001,1458,1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T21:32:00Z,27.266000000000005,0bis,243,158,74,238,152.506024096385,69.2409638554216,31924,0.1,10,35,9121142.857142856,NA,NA,NA,18,872,"NA",2002,0.5644355644355644,872,478,918,1336,1186,MANIP_EFFICACY_FPETIT2020,RCC9511_A_D0B,Prochlorococcus High Light,0.99503,0,1,0.0866,1,0.0866,1,0.0229,1,0,1,0,1,0,1,0,1,0,1,0,1,3.8451,1,0.1015,1,0.5103,1,0,1,0.5103,1,5.5451,1,0.2342,1,5.8022,1,0.0662,1,0.8483,1,0,1,0.8483,1
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T20:43:00Z,5.453200000000001,1,117,81,72,112.873493975903,76.3734939759036,65.9638554216867,6548,0.1,10,35,1870857.142857143,NA,NA,NA,18,611,"NA",834,0.2673860911270983,611,423,927,1350,1325,MANIP_EFFICACY_FPETIT2020,RCC9511_A_D1,Prochlorococcus High Light,0.99503,0,1,0.0145,1,0.0145,1,0,1,0,1,0,1,0,1,0.0164,1,0,1,0,1,0.6325,1,0.011,1,0.085,1,0,1,0.085,1,0.9188,1,0.0243,1,0.943,1,0,1,0.1356,1,0,1,0.1356,1
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T20:58:00Z,1.3633000000000002,2,81,70,67,76.87,62.65,63.45,15625,"NA",1,35,446428.5714285714,NA,NA,NA,18,579,"NA",610,0.05081967213114754,579,431,964,1404,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,A,2020-10-29T00:00:00Z,1899-12-31T21:53:00Z,0.2723876123876124,3,83,62,65,75.9096385542168,57.9397590361445,60.8253012048192,3406,"NA",1,35,97314.28571428571,NA,NA,NA,18,560,"NA",563,0.0053285968028419185,560,418,957,1386,1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T15:11:00Z,26.59,Cmere,NA,NA,NA,NA,NA,NA,22807,0.01,100,35,65162857.142857134,NA,NA,NA,14,1535,"NA",5015,0.6939182452642074,1535,510,574,838,820,MANIP_EFFICACY_FPETIT2020,RCC9511_B_DM,Prochlorococcus High Light,0.02,0,1,0.3809,1,0.3809,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,25.8878,1,0.3454,1,3.2428,1,0,1,3.2428,1,35.1572,1,0.9195,1,36.0768,1,0,1,4.77,1,0,1,4.77,1
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T15:11:00Z,5.05262155,1,318,200,83,311.199004975124,194.611940298507,76.7014925373134,41447,0.1,10,35,11842000,NA,NA,NA,18,849,"NA",2195,0.6132118451025057,849,426,785,1143,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T15:23:00Z,1.0637098,2,144,97,71,138.936781609195,92.5632183908046,66.3793103448275,8841,0.1,10,35,2526000,NA,NA,NA,18,657,"NA",1008,0.3482142857142857,657,430,957,1388,1234,MANIP_EFFICACY_FPETIT2020,RCC9511_B_D2,Prochlorococcus High Light,0.99503,0,1,0.0191,1,0.0191,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.0385,1,0.0162,1,0.1223,1,0,1,0.1223,1,1.4259,1,0.0427,1,1.4685,1,0,1,0.2002,1,0,1,0.2002,1
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T15:45:00Z,0.26592745,3,157,85,97,152.715189873417,79.6455696202531,91.9303797468354,22472,"NA",1,35,642057.1428571428,NA,NA,NA,18,550,"NA",664,0.1716867469879518,550,407,904,1321,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T15:59:00Z,0.132963725,4,109,80,86,103.981366459627,74.8012422360248,82.4409937888198,11371,"NA",1,35,324885.7142857143,NA,NA,NA,18,547,"NA",586,0.06655290102389079,547,408,933,1359,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,B,2020-10-31T00:00:00Z,1899-12-31T16:10:00Z,0.026566178821178822,5,81,67,73,75.8963414634146,61.8048780487804,69.1829268292683,2264,"NA",1,35,64685.71428571428,NA,NA,NA,18,565,"NA",583,0.030874785591766724,565,420,977,1414,1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCC9511,C,2020-11-04T00:00:00Z,1899-12-31T14:03:00Z,58.13,Cmere,NA,NA,NA,NA,NA,NA,38032,0.01,100,35,108662857.14285713,NA,NA,NA,14,1178,3705,4445,0.7349831271091114,1178,340,268,394,421,MANIP_EFFICACY_FPETIT2020,RCC9511_C_DM,Prochlorococcus High Light,0.03,0,1,1.1106,1,1.1106,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,61.2218,1,0.4438,1,7.198,1,0,1,7.198,1,84.4923,1,1.3552,1,85.8475,1,0.9856,1,11.2035,1,0,1,11.2035,1
PCC9511,C,2020-11-04T00:00:00Z,1899-12-31T14:03:00Z,5.234686020000001,1,356,212,76,348.518072289156,205.451807228915,71.8614457831325,35858,0.1,10,35,10245142.857142856,NA,NA,NA,18,1053,2218,2694,0.60913140311804,1053,527,955,1403,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
